"class"	"path"	"top"	"reason"
"excluded-ignored"	"services/__pycache__/project_notes_service.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/recent_projects.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/recent_projects.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/register_actions.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/register_actions.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/schnitt_context.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/schnitt_context.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/settings_store.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/settings_store.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/spectral_analysis_service.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/spectral_analysis_service.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/startup_checks.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/startup_checks.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/steer_override_queue.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/steer_override_queue.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/stem_player.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/stem_player.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/structure_detection_service.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/structure_detection_service.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/task_manager.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/task_manager.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/timeline_service.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/timeline_service.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/timeline_snapshot_service.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/timeline_snapshot_service.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/timeline_state.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/timeline_state.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/timeout_constants.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/timeout_constants.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/ui_binder.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/ui_binder.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/vector_db_service.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/vector_db_service.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/version_check_service.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/version_check_service.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/video_analysis_service.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/video_analysis_service.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/video_service.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/video_service.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/vision_analysis_service_moondream.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/__pycache__/vision_analysis_service_moondream.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/actions/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/actions/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/actions/__pycache__/ai_actions.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/actions/__pycache__/ai_actions.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/actions/__pycache__/audio_actions.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/actions/__pycache__/audio_actions.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/actions/__pycache__/edit_actions.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/actions/__pycache__/edit_actions.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/actions/__pycache__/video_actions.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/actions/__pycache__/video_actions.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/agent/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/agent/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/audio/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/audio/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v2/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v2/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v2/__pycache__/indexer.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v2/__pycache__/indexer.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v2/__pycache__/preferences.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v2/__pycache__/preferences.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v2/__pycache__/reasoner.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v2/__pycache__/reasoner.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v2/__pycache__/store.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v2/__pycache__/store.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/background_queue.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/background_queue.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/brain_v3_service.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/brain_v3_service.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/bridge_dimensions.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/bridge_dimensions.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/cold_start.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/cold_start.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/context_mapping.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/context_mapping.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/context_resolver.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/context_resolver.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/embedding_scheduler.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/embedding_scheduler.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/feedback_logger.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/feedback_logger.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/gpu_serializer.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/gpu_serializer.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/hashing.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/hashing.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/onnx_export.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/onnx_export.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/paths.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/paths.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/reranker.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/reranker.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/scorer.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/scorer.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/smart_sampler.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/smart_sampler.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/timeline_state.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/timeline_state.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/weight_store.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/__pycache__/weight_store.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/audio/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/audio/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/audio/__pycache__/audio_embedder.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/audio/__pycache__/audio_embedder.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/audio/__pycache__/subtrack_detector.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/audio/__pycache__/subtrack_detector.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/schemas/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/schemas/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/schemas/__pycache__/audio.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/schemas/__pycache__/audio.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/schemas/__pycache__/brain_v3_schemas.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/schemas/__pycache__/brain_v3_schemas.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/schemas/__pycache__/video.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/schemas/__pycache__/video.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/backup.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/backup.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/brain_store.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/brain_store.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/embedding_cache.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/embedding_cache.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/embedding_repository.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/embedding_repository.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/media_hash_registry.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/media_hash_registry.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/migration_runner.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/migration_runner.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/sqlite_init.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/storage/__pycache__/sqlite_init.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/video/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/video/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/video/__pycache__/video_embedder.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/video/__pycache__/video_embedder.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/video/__pycache__/visual_curves.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/brain_v3/video/__pycache__/visual_curves.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/enrichment/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/enrichment/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/enrichment/__pycache__/compat_graph_builder.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/enrichment/__pycache__/compat_graph_builder.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/enrichment/__pycache__/mood_anchor_matcher.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/enrichment/__pycache__/mood_anchor_matcher.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/enrichment/__pycache__/role_classifier.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/enrichment/__pycache__/role_classifier.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/enrichment/__pycache__/style_bucket_clusterer.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/enrichment/__pycache__/style_bucket_clusterer.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/graph/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/graph/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/graph/__pycache__/cockpit_view_model.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/graph/__pycache__/cockpit_view_model.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/graph/__pycache__/graph_service.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/graph/__pycache__/graph_service.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/graph/__pycache__/knn_backend.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/graph/__pycache__/knn_backend.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/graph/__pycache__/sigma_renderer.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/graph/__pycache__/sigma_renderer.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/ab_runner.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/ab_runner.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/audio_mood_vector.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/audio_mood_vector.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/audio_video_curves.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/audio_video_curves.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/bridge_mapping.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/bridge_mapping.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/bridge.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/bridge.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/cut_density_modulator.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/cut_density_modulator.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/cut_snapper.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/cut_snapper.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/decision_explainer.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/decision_explainer.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/decision_recorder.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/decision_recorder.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/energy_match_reward.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/energy_match_reward.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/mood_match_score.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/mood_match_score.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/pattern_aggregator.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/pattern_aggregator.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/phrase_boundary_constraint.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/phrase_boundary_constraint.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/pipeline.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/pipeline.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/rl_memory_v2.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/rl_memory_v2.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/rl_policy.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/rl_policy.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/rl_reward.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/rl_reward.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/scorer.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/scorer.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/section_coherence.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/section_coherence.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/shot_type_classifier.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/shot_type_classifier.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/stem_class_bonus.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/stem_class_bonus.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/stem_section_aggregator.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/stem_section_aggregator.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/variations_budget.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/variations_budget.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/variety_memory.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/variety_memory.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/vocal_hold_modifier.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/pacing/__pycache__/vocal_hold_modifier.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/stats/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/stats/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/stats/__pycache__/wilson_lower_bound.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/stats/__pycache__/wilson_lower_bound.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/app_integration.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/disk_budget.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/disk_budget.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/observability.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/observability.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/orchestrator.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/orchestrator.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/status_reporter.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/status_reporter.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/trigger_queue.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/__pycache__/trigger_queue.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/__init__.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/__init__.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/coverage_guard.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/coverage_guard.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/decoder.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/decoder.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/frame_sampler.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/frame_sampler.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/gpu_lock_aware.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/gpu_lock_aware.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/keyframe_selector.cpython-310.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/keyframe_selector.cpython-313.pyc"	"services"	"ignored by git status --ignored"
"excluded-ignored"	"services/video_pipeline/primitives/__pycache__/proxy_generator.cpython-310.pyc"	"services"	"ignored by git status --ignored"
